Postal Code,City,District
51422,Yodaela,Polonnaruwa
51424,Yudaganawa,Polonnaruwa
51428,Divulankadawala,Polonnaruwa
51500,Medirigiriya,Polonnaruwa
51504,Diyasenpura,Polonnaruwa
51506,Mahatalakolawewa,Polonnaruwa
51508,Meegaswewa,Polonnaruwa
51518,MahaAmbagaswewa,Polonnaruwa
600,Colombo 06,Colombo
60000,Kurunegala,Puttalam
60013,Doratiyawa,Puttalam
60016,Indulgodakanda,Puttalam
60024,Demataluwa,Puttalam
60025,Ithanawatta,Puttalam
60027,Boyagane,Puttalam
60034,Hindagolla,Puttalam
60036,Ambakote,Puttalam
60040,Ridigama,Puttalam
60044,Delwite,Puttalam
60045,Iriyagolla,Puttalam
60047,Alawatuwala,Puttalam
60052,Panagamuwa,Puttalam
60053,Pihimbuwa,Puttalam
60054,Kanadeniyawala,Puttalam
60058,Pilessa,Puttalam
60060,Mawathagama,Puttalam
60062,Kahapathwala,Puttalam
60064,Inguruwatta,Puttalam
60066,Meetanwala,Puttalam
60072,Puswelitenna,Puttalam
60074,Anhandiya,Puttalam
60076,Buluwala,Puttalam
60094,Uhumiya,Puttalam
60096,Kalugamuwa,Puttalam
60100,Narammala,Puttalam
60106,Karagahagedara,Puttalam
60107,Bogamulla,Puttalam
60108,Lonahettiya,Puttalam
60112,Pahamune,Puttalam
60121,Metiyagane,Puttalam
60130,Dambadeniya,Puttalam
60135,Ihala Katugampala,Puttalam
60140,Giriulla,Puttalam
60155,Bopitiya,Puttalam
60156,Elibichchiya,Puttalam
60160,Pannala,Puttalam
60162,Labbala,Puttalam
60170,Gonawila,Puttalam
60174,Daraluwa,Puttalam
60176,Sandalankawa,Puttalam
60181,Horambawa,Puttalam
60182,Alahitiyawa,Puttalam
60183,Kekunagolla,Puttalam
60188,Kithalawa,Puttalam
60198,Walakumburumulla,Puttalam
60200,Kuliyapitiya,Puttalam
60202,Yakwila,Puttalam
60204,Wadumunnegedara,Puttalam
60208,Thalahitimulla,Puttalam
60209,Madakumburumulla,Puttalam
60211,Ihala Gomugomuwa,Puttalam
60214,Anukkane,Puttalam
60218,Munamaldeniya,Puttalam
60221,Magulagama,Puttalam
60227,Tharana Udawela,Puttalam
60228,Deegalla,Puttalam
60232,llukhena,Puttalam
60236,Padiwela,Puttalam
60238,lhala Kadigamuwa,Puttalam
60250,Udubaddawa,Puttalam
60260,Dummalasuriya,Puttalam
60262,Watuwatta,Puttalam
60266,Etungahakotuwa,Puttalam
60280,Alawwa,Puttalam
60286,Maharachchimulla,Puttalam
60291,Bujjomuwa,Puttalam
60300,Polgahawela,Puttalam
60300,Weuda,Puttalam
60304,Metikumbura,Puttalam
60306,Talawattegedara,Puttalam
60308,Aragoda,Puttalam
60312,Panaliya,Puttalam
60314,Yatigaloluwa,Puttalam
60318,Wadakada,Puttalam
60330,Pothuhera,Puttalam
60344,Maspotha,Puttalam
60347,Bamunukotuwa,Puttalam
60348,Panadaragama,Puttalam
60350,Katupotha,Puttalam
60400,Wariyapola,Puttalam
60404,Malagane,Puttalam
60410,Kobeigane,Puttalam
60414,Hengamuwa,Puttalam
60416,Alahengama,Puttalam
60422,Kanattewewa,Puttalam
60424,Bandara Koswatta,Puttalam
60426,Tuttiripitigama,Puttalam
60430,Hettipola,Puttalam
60434,Mandapola,Puttalam
60436,Sunandapura,Puttalam
60437,Boraluwewa,Puttalam
60439,Pihimbiya Ratmale,Puttalam
60441,Halmillawewa,Puttalam
60450,Bingiriya,Puttalam
60453,Tisogama,Puttalam
60454,Weerapokuna,Puttalam
60458,Hiruwalpola,Puttalam
60461,Padeniya,Puttalam
60462,Awulegama,Puttalam
60465,Wannigama,Puttalam
60470,Nikaweratiya,Puttalam
60472,Divullegoda,Puttalam
60474,Hulogedara,Puttalam
60476,Thimbiriyawa,Puttalam
60477,Hulugalla,Puttalam
60478,Sirisetagama,Puttalam
60479,Mahagirilla,Puttalam
60484,Meewellawa,Puttalam
60485,Digannewa,Puttalam
60486,Hilogama,Puttalam
60490,Wannirasnayakapura,Puttalam
60492,Kadigawa,Puttalam
60495,Monnekulama,Puttalam
60499,Torayaya,Puttalam
60500,lbbagamuwa,Puttalam
60508,Kumbukgeta,Puttalam
60512,Maeliya,Puttalam
60514,Makulpotha,Puttalam
60516,Mahamukalanyaya,Puttalam
60518,Periyakadneluwa,Puttalam
60522,Gokaralla,Puttalam
60530,Dodangaslanda,Puttalam
60532,Maduragoda,Puttalam
60540,Melsiripura,Puttalam
60544,Diddeniya,Puttalam
60546,Hiriyala Lenawa,Puttalam
60552,Madahapola,Puttalam
60554,Pansiyagama,Puttalam
60558,Panliyadda,Puttalam
60570,Wellawa,Puttalam
60572,Thalwita,Puttalam
60578,Makulwewa,Puttalam
60580,Nikadalupotha,Puttalam
60582,Hunupola,Puttalam
60584,Thambagalla,Puttalam
60600,Maho,Puttalam
60602,Karambe,Puttalam
60604,Balalla,Puttalam
60606,Ridibendiella,Puttalam
60612,Medivawa,Puttalam
60620,Polpitigama,Puttalam
60622,Ulpotha Pallekele,Puttalam
60624,Thalakolawewa,Puttalam
60646,Siyambalangamuwa,Puttalam
60650,Ambanpola,Puttalam
60700,Galgamuwa,Puttalam
60704,Palukadawala,Puttalam
60706,Ataragalla,Puttalam
60712,Gallewa,Puttalam
60714,Makulewa,Puttalam
60716,Ehetuwewa,Puttalam
60718,Embogama,Puttalam
60721,Wannikudawewa,Puttalam
60722,Wannilhalagama,Puttalam
60724,Mahananneriya,Puttalam
60731,Mahagalkadawala,Puttalam
60734,Tambutta,Puttalam
60735,Pahalagiribawa,Puttalam
60736,Saliya Asokapura,Puttalam
60737,Solepura,Puttalam
60738,Solewewa,Puttalam
60739,Warawewa,Puttalam
60750,Meegalawa,Puttalam
60752,Girathalana,Puttalam
61000,Chilaw,Kurunegala
61004,Udappuwa,Kurunegala
61012,Adippala,Kurunegala
61018,Ilippadeniya,Kurunegala
61024,Ambakandawila,Kurunegala
61042,Serukele,Kurunegala
61110,Waikkal,Kurunegala
61130,Dankotuwa,Kurunegala
61136,Bujjampola,Kurunegala
61138,Lihiriyagama,Kurunegala
61144,Yogiyana,Kurunegala
61150,Lunuwila,Kurunegala
61154,Ihala Kottaramulla,Kurunegala
61162,Pothuwatawana,Kurunegala
61170,Wennappuwa,Kurunegala
61170,Wennapuwa,Kurunegala
61180,katuneriya,Kurunegala
61190,Nattandiya,Kurunegala
61192,Dunkannawa,Kurunegala
61198,Watugahamulla,Kurunegala
61210,Marawila,Kurunegala
61220,Mahawewa,Kurunegala
61224,Toduwawa,Kurunegala
61230,Madampe,Kurunegala
61233,Galmuruwa,Kurunegala
61234,Panirendawa,Kurunegala
61236,Kakkapalliya,Kurunegala
61238,Bangadeniya,Kurunegala
61242,Rajakadaluwa,Kurunegala
61246,Battuluoya,Kurunegala
61262,Baranankattuwa,Kurunegala
61264,Angunawila,Kurunegala
61266,Mangalaeliya,Kurunegala
61270,Madurankuliya,Kurunegala
61272,Mahakumbukkadawala,Kurunegala
61280,Palaviya,Kurunegala
61300,Puttalam,Kurunegala
61302,Ismailpuram,Kurunegala
61306,Vanathawilluwa,Kurunegala
61308,Eluwankulama,Kurunegala
61312,Sirambiadiya,Kurunegala
61316,Ihala Puliyankulama,Kurunegala
61322,Tabbowa,Kurunegala
61324,Saliyawewa Junction,Kurunegala
61326,PuttalamCementFactory,Kurunegala
61328,Attawilluwa,Kurunegala
61341,Mampuri,Kurunegala
61342,Norachcholai,Kurunegala
61343,Ettale,Kurunegala
61344,Talawila Church,Kurunegala
61354,Palliwasalturai,Kurunegala
61358,Kandakuliya,Kurunegala
61360,Kalpitiya,Kurunegala
61500,Anamaduwa,Kurunegala
61502,Uridyawa,Kurunegala
61504,Siyambalagashene,Kurunegala
61508,Andigama,Kurunegala
61512,Mahauswewa,Kurunegala
61514,Inginimitiya,Kurunegala
61520,Nawagattegama,Kurunegala
61534,Kalladiya,Kurunegala
700,Colombo 07,Colombo
70000,Ratnapura,Ratnapura
70001,Malwala Junction,Ratnapura
70002,Gillimale,Ratnapura
70004,Sri Palabaddala,Ratnapura
70012,Hidellana,Ratnapura
70016,Kahangama,Ratnapura
70017,Dodampe,Ratnapura
70019,Dambuluwana,Ratnapura
70021,Medagalatur,Ratnapura
70024,Ayagama,Ratnapura
70026,Gawaragiriya,Ratnapura
70032,Elapatha,Ratnapura
70034,Udaniriella,Ratnapura
70036,Ratna Hangamuwa,Ratnapura
70041,Marapana,Ratnapura
70042,Dela,Ratnapura
70044,Udakarawita,Ratnapura
70045,Pebotuwa,Ratnapura
70046,Delwala,Ratnapura
70056,Lellopitiya,Ratnapura
70062,Gallella,Ratnapura
70070,Pelmadulla,Ratnapura
70080,Opanayaka,Ratnapura
70082,Akarella,Ratnapura
70100,Balangoda,Ratnapura
70101,Talakolahinna,Ratnapura
70105,Hatangala,Ratnapura
70106,Handagiriya,Ratnapura
70108,Hatarabage,Ratnapura
70112,Mahawalatenna,Ratnapura
70116,Rajawaka,Ratnapura
70118,Tanjantenna,Ratnapura
70122,Kaltota,Ratnapura
70127,Meddekanda,Ratnapura
70130,Pinnawala,Ratnapura
70131,Bolthumbe,Ratnapura
70133,Pambagolla,Ratnapura
70134,lmbulpe,Ratnapura
70135,Rassagala,Ratnapura
70136,Gurubewilagama,Ratnapura
70138,Waleboda,Ratnapura
70140,Belihuloya,Ratnapura
70142,Samanalawewa,Ratnapura
70144,Ihalagama,Ratnapura
70145,Halpe,Ratnapura
70150,Kahawatta,Ratnapura
70152,Panapitiya,Ratnapura
70154,Udaha Hawupe,Ratnapura
70156,Gabbela,Ratnapura
70158,Madalagama,Ratnapura
70160,Godakawela,Ratnapura
70162,Ranwala,Ratnapura
70164,Hapugastenna,Ratnapura
70170,Pallebedda,Ratnapura
70171,Halwinna,Ratnapura
70180,Kolambageara,Ratnapura
70190,Udawalawe,Ratnapura
70195,Gangeyaya,Ratnapura
70200,Embilipitiya,Ratnapura
70205,Tunkama,Ratnapura
70215,Omalpe,Ratnapura
70218,Panamura,Ratnapura
70230,Padalangala,Ratnapura
70250,Sewanagala,Ratnapura
70254,Ekamutugama,Ratnapura
70256,Mahagama Colony,Ratnapura
70294,Atakalanpanna,Ratnapura
70296,Hiramadagama,Ratnapura
70298,Makandura Sabara,Ratnapura
70300,Rakwana,Ratnapura
70332,Demuwatha,Ratnapura
70338,Pothupitiya,Ratnapura
70342,Ittakanda,Ratnapura
70344,Bomluwageaina,Ratnapura
70345,Ullinduwawa,Ratnapura
70346,Bulutota,Ratnapura
70348,Vijeriya,Ratnapura
70400,Nivithigala,Ratnapura
70404,Doloswalakanda,Ratnapura
70408,Watapotha,Ratnapura
70450,Kalawana,Ratnapura
70455,Daugala,Ratnapura
70456,Waturawa,Ratnapura
70459,Veddagala,Ratnapura
70461,Panapola,Ratnapura
70472,Pimbura,Ratnapura
70480,Kiriella,Ratnapura
70482,Matuwagalagama,Ratnapura
70492,Ellagawa,Ratnapura
70495,Dumbara Manana,Ratnapura
70500,Kuruwita,Ratnapura
70502,Sudagala,Ratnapura
70504,Batatota,Ratnapura
70506,Eratna,Ratnapura
70512,Teppanawa,Ratnapura
70550,Parakaduwa,Ratnapura
70552,Ellaulla,Ratnapura
70556,Godagampola,Ratnapura
70600,Eheliyagoda,Ratnapura
70602,Erepola,Ratnapura
70606,Ellawala,Ratnapura
70612,Panawala,Ratnapura
70620,Getahetta,Ratnapura
71000,Kegalle,Kegalle
71009,Deldeniya,Kegalle
71014,Hiriwadunna,Kegalle
71022,Deewala Pallegama,Kegalle
71029,Yattogoda,Kegalle
71034,Damunupola,Kegalle
71035,Watura,Kegalle
71037,Debathgama,Kegalle
71039,Pothukoladeniya,Kegalle
71041,Aruggammana,Kegalle
71044,Beligala(Sab),Kegalle
71046,Helamada,Kegalle
71050,Dewalegama,Kegalle
71055,Imbulgasdeniya,Kegalle
71060,Nelundeniya,Kegalle
71062,Tuntota,Kegalle
71063,Mahapallegama,Kegalle
71100,Rambukkana,Kegalle
71105,Parape,Kegalle
71106,Thotawella,Kegalle
71108,Hewadiwela,Kegalle
71113,Udagaldeniya,Kegalle
71115,Dombemada,Kegalle
71116,Yatagama,Kegalle
71130,Pattampitiya,Kegalle
71200,Undugoda,Kegalle
71202,Kabagamuwa,Kegalle
71204,Alawatura,Kegalle
71208,Bossella,Kegalle
71210,Hettimulla,Kegalle
71211,Maharangalla,Kegalle
71222,Gantuna,Kegalle
71230,Bulathkohupitiya,Kegalle
71232,Ampagala,Kegalle
71236,Udapotha,Kegalle
71237,Dedugala,Kegalle
71300,Ruwanwella,Kegalle
71303,Wahakula,Kegalle
71304,Waharaka,Kegalle
71312,Galpatha(Sab),Kegalle
71313,Imbulana,Kegalle
71315,Lewangama,Kegalle
71318,Gonagala,Kegalle
71320,Amitirigala,Kegalle
71321,Batuwita,Kegalle
71325,Malmaduwa,Kegalle
71326,Yatapana,Kegalle
71350,Galigamuwa,Kegalle
71352,Hakahinna,Kegalle
71360,Pitagaldeniya,Kegalle
71363,Atale,Kegalle
71370,Kotiyakumbura,Kegalle
71372,Kannattota,Kegalle
71400,Dehiowita,Kegalle
71401,Deloluwa,Kegalle
71403,Anhettigama,Kegalle
71411,Maliboda,Kegalle
71417,Hinguralakanda,Kegalle
71418,Boralankada,Kegalle
71430,Deraniyagala,Kegalle
71500,Mawanella,Kegalle
71503,Ambulugala,Kegalle
71505,Galatara,Kegalle
71507,Makehelwala,Kegalle
71508,Alutnuwara,Kegalle
71510,Ussapitiya,Kegalle
71520,Hingula,Kegalle
71521,Udumulla,Kegalle
71527,Dewanagala,Kegalle
71530,Hemmatagama,Kegalle
71540,Aranayaka,Kegalle
71541,Talgaspitiya,Kegalle
71546,Ambalakanda,Kegalle
71600,Warakapola,Kegalle
71601,Dorawaka,Kegalle
71603,Galapitamada,Kegalle
71605,Dunumala,Kegalle
71607,Algama,Kegalle
71610,Tulhiriya,Kegalle
71619,Tholangamuwa,Kegalle
71700,Yatiyantota,Kegalle
71702,Weeoya,Kegalle
71704,Malalpola,Kegalle
71706,Berannawa,Kegalle
71708,Seaforth Colony,Kegalle
71715,Hakbellawaka,Kegalle
71720,Kitulgala,Kegalle
71722,Mahabage,Kegalle
71724,Teligama,Kegalle
800,Colombo 08,Colombo
80000,Galle,Galle
80042,Wakwella,Galle
80044,Anangoda,Galle
80046,Walahanduwa,Galle
80048,Ankokkawala,Galle
80054,Gonamulla,Galle
80056,Hiyare,Galle
80058,Talagampola,Galle
80064,Nakiyadeniya,Galle
80070,Udugama,Galle
80075,Panangala,Galle
80080,Hiniduma,Galle
80082,Neluwa,Galle
80084,Warukandeniya,Galle
80086,Pannimulla anagoda,Galle
80090,Akmeemana,Galle
80092,Meda-Keembiya,Galle
80100,Wanduramba,Galle
80107,Yatalamatta,Galle
80108,Udalamatta,Galle
80112,Mapalagama,Galle
80114,ParanaThanaYamgoda,Galle
80120,Wanchawela,Galle
80122,Angulugaha,Galle
80130,Imaduwa,Galle
80130,lmaduwa,Galle
80132,Hawpe,Galle
80134,Ihala Walpola,Galle
80136,Kananke Bazaar,Galle
80142,Opatha,Galle
80143,Banagala,Galle
80144,Malgalla Talangalla,Galle
80146,Halvitigala,Galle
80148,Tawalama,Galle
80150,Yakkalamulla,Galle
80151,Karagoda,Galle
80152,Magedara,Galle
80166,Mapalagama Central,Galle
80168,Uluvitike,Galle
80170,Poddala,Galle
80200,Baddegama,Galle
80204,Ampegama,Galle
80212,Agaliya,Galle
80214,Unenwitiya,Galle
80220,Ginimellagaha,Galle
80230,Gonapinuwala,Galle
80240,Hikkaduwa,Galle
80244,Tiranagama,Galle
80250,Dodanduwa,Galle
80260,Ratgama,Galle
80270,Boossa,Galle
80280,Gintota,Galle
80300,Ambalangoda,Galle
80302,Godahena,Galle
80312,Kahawa,Galle
80320,Batapola,Galle
80330,Meetiyagoda,Galle
80332,Aluthwala,Galle
80340,Watugedara,Galle
80350,Uragasmanhandiya,Galle
80352,Uragaha,Galle
80354,Rantotuwila,Galle
80360,Karandeniya,Galle
80400,Elpitiya,Galle
80402,Ella Tanabaddegama,Galle
80406,Talgaspe,Galle
80408,Porawagama,Galle
80420,Pitigala,Galle
80422,Amugoda,Galle
80424,Mattaka,Galle
80432,lhalahewessa,Galle
80440,Ganegoda,Galle
80458,Ethkandura,Galle
80460,Kahaduwa,Galle
80470,Talgaswela,Galle
80500,Bentota,Galle
80502,Gonagalpura,Galle
80506,Haburugala,Galle
80510,Induruwa,Galle
80510,lnduruwa,Galle
80550,Balapitiya,Galle
80562,Ahungalla,Galle
80570,Kosgoda,Galle
80600,Unawatuna,Galle
80615,Talpe,Galle
80630,Habaraduwa,Galle
80650,Ahangama,Galle
80654,Dikkumbura,Galle
81000,Matara,Matara
81030,Ratmale,Matara
81032,Aparekka,Matara
81034,Yatiyana,Matara
81038,Diyagaha,Matara
81050,Palatuwa,Matara
81051,Sultanagoda,Matara
81060,Telijjawila,Matara
81064,Ransegoda,Matara
81070,Makandura,Matara
81071,Mulatiyana Junction,Matara
81072,Gomilamawarala,Matara
81074,Rotumba,Matara
81100,Kamburupitiya,Matara
81108,Horapawita,Matara
81110,Kamburupitiya,Matara
81160,Devinuwara (Devundara),Matara
81170,Gandara,Matara
81180,Kottegoda,Matara
81200,Dikwella,Matara
81220,Walasgala,Matara
81230,Urugamuwa,Matara
81280,Thihagoda,Matara
81290,Puhulwella,Matara
81294,Walakanda,Matara
81300,Hakmana,Matara
81312,Miella,Matara
81314,Denagama,Matara
81316,Radawela,Matara
81320,Deiyandara,Matara
81322,Parapamulla,Matara
81326,Handugala,Matara
81400,Akuressa,Matara
81402,Athuraliya,Matara
81408,Godapitiya,Matara
81412,Bopagoda,Matara
81414,Urumutta,Matara
81416,Maramba,Matara
81422,Diyalape,Matara
81424,Maliduwa,Matara
81450,Pitabeddara,Matara
81452,Deegala Llenama,Matara
81454,Derangala,Matara
81462,Siyambalagoda,Matara
81470,Morawaka,Matara
81472,Pahala Millawa,Matara
81474,Paragala,Matara
81475,Alapaladeniya,Matara
81477,Dellawa,Matara
81478,Kalubowitiyana,Matara
81479,Waralla,Matara
81500,Deniyaya,Matara
81508,Viharahena,Matara
81524,Mediripitiya,Matara
81526,Lankagama,Matara
81538,Pothdeniya,Matara
81541,Beralapanathara,Matara
81600,Urubokka,Matara
81612,Dampahala,Matara
81614,Bengamuwa,Matara
81615,Pasgoda,Matara
81700,Weligama,Matara
81722,Penetiyana,Matara
81730,Denipitiya,Matara
81740,Mirissa,Matara
81750,Kamburugamuwa,Matara
82000,Hambantota,Hambantota
82002,Bundala,Hambantota
82005,Bandagiriya Colony,Hambantota
82006,Gonnoruwa,Hambantota
82008,Pahala Andarawewa,Hambantota
82010,Sooriyawewa Town,Hambantota
82014,Migahajandur,Hambantota
82016,Mahagalwewa,Hambantota
82018,Ranmuduwewa,Hambantota
82100,Ambalantota,Hambantota
82102,Beragama,Hambantota
82106,RU/Ridiyagama,Hambantota
82108,Lunama,Hambantota
82109,Mamadala,Hambantota
82110,Barawakumbuka,Hambantota
82120,Hungama,Hambantota
82125,Ranna,Hambantota
82126,Kahandamodara,Hambantota
82135,Netolpitiya,Hambantota
82200,Tangalla,Hambantota
82220,Angunakolapelessa,Hambantota
82232,Vitharandeniya,Hambantota
82240,Weeraketiya,Hambantota
82242,Mulkirigala,Hambantota
82248,Hakuruwela,Hambantota
82252,Julampitiya,Hambantota
82254,Medamulana,Hambantota
82270,Middeniya,Hambantota
82276,Ratmalwala,Hambantota
82278,Uswewa,Hambantota
82300,Nakulugamuwa,Hambantota
82400,Beliatta,Hambantota
82401,Goda Koggalla,Hambantota
82412,Ihala Beligala,Hambantota
82416,Modarawana,Hambantota
82418,Yatigala,Hambantota
82420,Getamanna,Hambantota
82450,Walasmulla,Hambantota
82454,Pallekanda,Hambantota
82456,Horewelagoda,Hambantota
82458,Bowalagama,Hambantota
82462,Ittademaliya,Hambantota
82500,Katuwana,Hambantota
82504,Uda Gomadiya,Hambantota
82506,Gangulandeniya,Hambantota
82554,Rammalawarapitiya,Hambantota
82600,Tissamaharama,Hambantota
82602,GonagamuwaUduwila,Hambantota
82608,Magama,Hambantota
82612,Ranakeliya,Hambantota
82615,Weerawila New,Hambantota
82618,Beralihela,Hambantota
82619,Ellagala,Hambantota
82632,Weerawila,Hambantota
82634,Lunugamwehera,Hambantota
82636,Padawkema,Hambantota
82638,Udamattala,Hambantota
900,Colombo 09,Colombo
90000,Badulla,Badulla
90008,Soranatota,Badulla
90012,Timbirigaspitiya,Badulla
90013,Egodawela,Badulla
90014,Taldena,Badulla
90015,Meegahakiula,Badulla
90017,Arawa,Badulla
90019,Baduluoya,Badulla
90020,Kandaketya,Badulla
90022,Maliyadda,Badulla
90026,Rilpola,Badulla
90028,Spring Valley,Badulla
90044,Sirimalgoda,Badulla
90052,Kahataruppa,Badulla
90060,Hali Ela,Badulla
90061,Uva Uduwara,Badulla
90062,Uva Deegalla,Badulla
90063,Jangulla,Badulla
90065,Galauda,Badulla
90066,Beramada,Badulla
90067,Godunna,Badulla
90068,Landewela,Badulla
90070,Kandegedara,Badulla
90071,Pathanewatta,Badulla
90072,Tennepanguwa,Badulla
90080,Demodara,Badulla
90082,Gawarawela,Badulla
90090,Ella,Badulla
90091,Uva Karandagolla,Badulla
90092,Ballaketuwa,Badulla
90094,Helapupula,Badulla
90100,Bandarawela,Badulla
90104,Dulgolla,Badulla
90106,Liyangahawela,Badulla
90108,Ambadandegama,Badulla
90112,Heeloya,Badulla
90114,Makulella,Badulla
90122,Helahalpe,Badulla
90132,Diganatenna,Badulla
90138,Pattiyagedara,Badulla
90140,Ettampitiya,Badulla
90150,Diyatalawa,Badulla
90160,Haputale,Badulla
90164,Ratkarawwa,Badulla
90166,Akkarasiy,Badulla
90167,Idalgashinna,Badulla
90168,Ohiya,Badulla
90170,Boralanda,Badulla
90171,Pitapola,Badulla
90180,Haldummulla,Badulla
90183,Soragune,Badulla
90186,Kalupahana,Badulla
90188,Uva Tenna,Badulla
90192,Uva Mawelagama,Badulla
90200,Welimada,Badulla
90204,Amunumulla,Badulla
90206,Galedanda,Badulla
90208,Gurutalawa,Badulla
90212,Puhulpola,Badulla
90214,Dikkapitiya,Badulla
90216,Nugatalawa,Badulla
90218,Medawela Udukinda,Badulla
90222,Perawella,Badulla
90224,Hangunnawa,Badulla
90226,Uduhawara,Badulla
90230,Uvaparanagama,Badulla
90300,Ambagasdowa,Badulla
90302,Bowela,Badulla
90310,Lunuwatta,Badulla
90322,Bambarapana,Badulla
90324,Dimbulana,Badulla
90326,Ambagahawatta,Badulla
90328,Maspanna,Badulla
90329,Yalagamuwa,Badulla
90350,Keppetipola,Badulla
90352,Kalubululanda,Badulla
90354,Bogahakumbura,Badulla
90356,Kandepuhulpola,Badulla
90358,Hewanakumbura,Badulla
90362,Boragas,Badulla
90364,Silmiyapura,Badulla
90500,Passara,Badulla
90502,Bibilegama,Badulla
90508,Hingurukaduwa,Badulla
90512,Gamewela,Badulla
90518,Medawelagama,Badulla
90522,Pelagahatenna,Badulla
90524,Hopton,Badulla
90530,Lunugala,Badulla
90532,Arawakumbura,Badulla
90534,Pallekiruwa,Badulla
90535,Madulsima,Badulla
90540,Metigahatenna,Badulla
90542,Atakiriya,Badulla
90544,Pitamaruwa,Badulla
90546,Kalugahakandura,Badulla
90582,Maussagolla,Badulla
90700,Mahiyanganaya,Badulla
90702,Uraniya,Badulla
90704,Ridimaliyadda,Badulla
90706,Yalwela,Badulla
90712,Arawatta,Badulla
90714,Dambana,Badulla
90718,Sorabora Colony,Badulla
90722,Aluttaramma,Badulla
90724,Hebarawa,Badulla
90726,Divulapelessa,Badulla
90730,Mapakadawewa,Badulla
90734,Uva Tissapura,Badulla
90736,Aluketiyaw,Badulla
90750,Girandurukotte,Badulla
90752,Galporuyaya,Badulla
90754,Malgoda,Badulla
90756,Pahalarathkinda,Badulla
91000,Monaragala,Monaragala
91002,Pangura,Monaragala
91004,Hulandawa,Monaragala
91005,Wedikumbura,Monaragala
91006,Marawa,Monaragala
91007,Obbegoda,Monaragala
91008,Galabedda,Monaragala
91010,Dombagahawela,Monaragala
91020,Ethimalewewa,Monaragala
91030,Siyambalanduwa,Monaragala
91032,Kandaudapanguwa,Monaragala
91038,Buddama,Monaragala
91040,Inginiyagala,Monaragala
91050,Dambagalla,Monaragala
91052,Mariarawa,Monaragala
91054,Uva Gangodagama,Monaragala
91056,Ruwalwela,Monaragala
91058,Baduluwela,Monaragala
91060,Okkampitiya,Monaragala
91070,Badalkumbura,Monaragala
91100,Buttala,Monaragala
91112,Uva Pelawatta,Monaragala
91198,Warunagama,Monaragala
91200,Wellawaya,Monaragala
91202,Siyambalagune,Monaragala
91204,Randeniya,Monaragala
91250,Ettiliwewa,Monaragala
91295,Balaharuwa,Monaragala
91298,Uva Kudaoya,Monaragala
91300,Tanamalwila,Monaragala
91302,Angunakolawewa,Monaragala
91306,Suriara,Monaragala
91308,Hambegamuwa,Monaragala
91400,Kataragama,Monaragala
91405,Sella Kataragama,Monaragala
91500,Bibile,Monaragala
91502,Ekiriyankumbura,Monaragala
91505,Pitakumbura,Monaragala
91514,Diyakobala,Monaragala
91516,Ayiwela,Monaragala
91550,Medagama,Monaragala
91550,Medagana,Monaragala
91552,Kandawinna,Monaragala
91554,Bakinigahawela,Monaragala
